ppo,ac,random,baseline
-100.0,-112.17767935991287,-165.0300464630127,2650.959274291992
3360.0313944220543,1367.7398133277893,-300.0,1386.3684231042862
4119.964368581772,-130.29981768131256,-300.0,2514.4160122275352
3109.130230128765,1030.8106880187988,-332.96189069747925,1546.0325365066528
4058.14517724514,1750.8534313440323,-600.0,2603.622755587101
3572.133036851883,1792.437557220459,-112.0,2648.459240436554
3597.0553735494614,-102.4109320640564,-137.58407545089722,-123.7807559967041
3650.856102526188,-115.3458566069603,-132.96189069747925,1344.1319875121117
3845.6538702845573,969.8618133068085,-300.0,2526.594042122364
2421.1764808297157,1492.4961315989494,-150.0,1879.7406544089317
4450.1304079294205,1225.3492453098297,-127.93182802200317,1669.1979360580444
3891.8522725105286,1188.296905040741,-595.5921382904053,2403.094694316387
3669.632570028305,935.2125396728516,-100.0,1774.2407841086388
3179.268697679043,1574.9862858057022,-332.96189069747925,1866.0777319669724
4122.202604055405,2223.1448827385902,-620.0,1915.3689370155334
3560.550641655922,664.6640115976334,-157.0,1678.4244737625122
4067.6381765007973,2248.9287195801735,-110.59213829040527,2483.1467196941376
3245.685110628605,1815.90353256464,-108.0,2682.209473669529
4008.2728709578514,1070.4175020456314,-108.0,2317.45343542099
3716.3552600741386,-100.57429361343384,-200.0,2300.8264788985252
-111.82171535491943,944.6241742372513,-188.55402898788452,1609.11103951931
3199.7076078653336,939.3158643841743,-632.9618906974792,1175.2113773822784
2320.472043633461,-120.49312901496887,-300.0,2528.1980946063995
-147.11717730760574,1204.6791396141052,-300.0,1922.1854566931725
2958.745621562004,1893.1603694558144,-600.0,829.2804304361343
3348.491179704666,1653.4306187033653,-107.96189069747925,-111.09521973133087
4252.3711087703705,1676.6190072894096,-128.0,1910.1270897984505
2715.3649364709854,1120.0003671646118,-300.0,1952.0345404148102
3665.4200401306152,1269.5467075109482,-600.0,1462.7067511081696
2863.3274770975113,1373.5868772864342,-340.0,1829.5169807076454
3737.3948507905006,-104.23561072349548,-113.0,1609.4307788014412
3146.60366410017,1894.8429574370384,-300.0,1596.6887897849083
2773.947585582733,1744.7604445815086,-101.99193716049194,901.6268936395645
3882.683490753174,-122.85211110115051,-220.0,1565.0547651648521
3245.033551096916,1466.0699840188026,-600.0,705.4353576302528
-100.0,-122.60497748851776,-100.0,2460.1441028118134
3804.9894120693207,1360.2862231135368,-300.0,2210.2893008589745
3349.6244559288025,1470.195981681347,-268.5540289878845,2819.7432250976562
3168.3368512392044,2216.730206668377,-546.7747526168823,1977.9353410601616
3463.2693915367126,-142.59582901000977,-300.0,2115.3834997415543
3562.9609728455544,-103.89595305919647,-100.0,1190.1225389242172
2764.958580195904,1360.2527002096176,-212.6820158958435,1526.9269434213638
4018.008855521679,1275.759927213192,-600.0,1734.055667757988
4022.818011403084,-121.93664747476578,-100.0,1893.8758759498596
2987.1007620096207,1521.7693818211555,-169.0,1533.9161625504494
3705.5978954434395,1152.8155849575996,-300.0,1610.4632204771042
2855.3586441278458,1078.115748822689,-100.0,1921.3485396504402
3941.335900723934,-103.53503388166428,-300.0,2178.8453330397606
3452.930266082287,-121.23154973983765,-102.75495052337646,999.596598803997
3767.3326973319054,1310.748566687107,-145.45504093170166,2228.6707407832146
4207.307687759399,1715.7924759984016,-180.35438346862793,2373.905153930187
2718.724924147129,848.4648569226265,-127.0,2463.9559975266457
2697.9503655433655,1499.4561084508896,-119.0,1957.1075293421745
3694.409891784191,1948.8127858042717,-138.0,2288.688811480999
-101.75176191329956,-109.88701283931732,-600.0,1544.8285690546036
3349.10732203722,1493.3685937523842,-100.0,2222.1214465498924
2912.399316549301,854.9812161922455,-157.0,1953.9821596741676
3574.704809486866,1329.097893178463,-539.2367157936096,2598.0686651468277
4035.7192650437355,1149.2759255170822,-161.0,1925.6761120557785
3340.6214548945427,1703.0819908380508,-104.87502765655518,1454.1049256920815
3660.5639418959618,-105.86153101921082,-171.0,1966.5068581700325
3271.6085401773453,884.3485096096992,-290.0,2693.1404081583023
3726.833511710167,1102.6012986302376,-200.0,2127.6971904039383
3720.994569659233,1840.5456681847572,-112.0,1838.6011655330658
3406.408111035824,1813.6323509216309,-146.60466313362122,2301.8782890439034
2607.065140426159,-114.12151432037354,-335.5921382904053,2824.5861097574234
3981.4078012108803,1294.975996017456,-211.9749014377594,946.3988954424858
3589.474306702614,-105.9666256904602,-478.5540289878845,-102.71909582614899
4230.530277431011,1106.5788035988808,-300.0,2183.5755293369293
